,2020-21,2021-22,2022-23,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2012-13,2008-09,2009-10,2010-11,2011-12,2007-08
1628962,"['2020-21', 15, 0, 3.8, 0.3, 0.6, 0.444, 0.0, 0.0, 0.0, 0.5, 0.7, 0.8, 0.3, 0.6, 0.9, 0.0, 0.1, 0.3, 0.2, 0.6, 1.1, 1610612762, 21.0, '6-11', 'Udoka Azubuike', 'Center-Forward']","['2021-22', 17, 6, 11.5, 2.2, 2.9, 0.755, 0.0, 0.0, 0.0, 0.4, 0.6, 0.545, 1.1, 3.1, 4.2, 0.0, 0.1, 0.6, 0.7, 1.5, 4.7, 1610612762, 22.0, '6-11', 'Udoka Azubuike', 'Center-Forward']","['2022-23', 36, 4, 10.0, 1.6, 2.0, 0.819, 0.0, 0.0, 0.0, 0.2, 0.6, 0.35, 0.9, 2.4, 3.3, 0.3, 0.2, 0.4, 0.5, 0.9, 3.5, 1610612762, 23.0, '6-11', 'Udoka Azubuike', 'Center-Forward']",,,,,,,,,,,,,
1628963,"['2020-21', 43, 42, 25.9, 5.7, 11.4, 0.504, 0.9, 2.5, 0.343, 1.8, 3.1, 0.575, 2.5, 4.9, 7.4, 1.0, 0.5, 0.5, 1.4, 2.3, 14.1, 1610612758, 22.0, '6-10', 'Marvin Bagley III', 'Forward']","['2021-22', 48, 25, 23.9, 4.7, 9.3, 0.504, 0.5, 2.0, 0.237, 1.4, 2.1, 0.663, 2.2, 4.9, 7.0, 0.8, 0.5, 0.4, 0.8, 1.9, 11.3, 0, 23.0, '6-10', 'Marvin Bagley III', 'Forward']","['2022-23', 42, 25, 23.6, 4.8, 9.1, 0.529, 0.5, 1.6, 0.288, 1.9, 2.6, 0.75, 2.2, 4.2, 6.4, 0.9, 0.5, 0.7, 1.1, 1.9, 12.0, 1610612765, 24.0, '6-10', 'Marvin Bagley III', 'Forward']",,,,,,"['2018-19', 62, 4, 25.3, 5.7, 11.4, 0.504, 0.5, 1.5, 0.313, 2.9, 4.2, 0.691, 2.6, 5.0, 7.6, 1.0, 0.5, 1.0, 1.6, 1.9, 14.9, 1610612758, 20.0, '6-10', 'Marvin Bagley III', 'Forward']","['2019-20', 13, 6, 25.7, 6.0, 12.8, 0.467, 0.3, 1.7, 0.182, 1.9, 2.4, 0.806, 2.2, 5.2, 7.5, 0.8, 0.5, 0.9, 1.4, 3.3, 14.2, 1610612758, 21.0, '6-10', 'Marvin Bagley III', 'Forward']",,,,,,
1630163,"['2020-21', 51, 31, 28.8, 5.7, 13.2, 0.436, 1.8, 5.1, 0.352, 2.5, 3.2, 0.758, 1.2, 4.7, 5.9, 6.1, 1.6, 0.4, 2.8, 2.7, 15.7, 1610612766, 19.0, '6-7', 'LaMelo Ball', 'Guard']","['2021-22', 75, 75, 32.3, 7.2, 16.7, 0.429, 2.9, 7.5, 0.389, 2.8, 3.2, 0.872, 1.4, 5.2, 6.7, 7.6, 1.6, 0.4, 3.3, 3.2, 20.1, 1610612766, 20.0, '6-7', 'LaMelo Ball', 'Guard']","['2022-23', 36, 36, 35.2, 8.2, 20.0, 0.411, 4.0, 10.6, 0.376, 2.8, 3.4, 0.836, 1.2, 5.3, 6.4, 8.4, 1.3, 0.3, 3.6, 3.3, 23.3, 1610612766, 21.0, '6-7', 'LaMelo Ball', 'Guard']",,,,,,,,,,,,,
1628366,"['2020-21', 55, 55, 31.8, 5.3, 12.7, 0.414, 3.1, 8.3, 0.378, 0.9, 1.2, 0.781, 0.6, 4.2, 4.8, 5.7, 1.5, 0.6, 2.2, 1.9, 14.6, 1610612740, 23.0, '6-6', 'Lonzo Ball', 'Guard']","['2021-22', 35, 35, 34.6, 4.6, 10.9, 0.423, 3.1, 7.4, 0.423, 0.6, 0.8, 0.75, 1.0, 4.4, 5.4, 5.1, 1.8, 0.9, 2.3, 2.4, 13.0, 1610612741, 24.0, '6-6', 'Lonzo Ball', 'Guard']",,,,,,"['2017-18', 52, 50, 34.2, 3.9, 10.8, 0.36, 1.7, 5.7, 0.305, 0.6, 1.4, 0.451, 1.3, 5.6, 6.9, 7.2, 1.7, 0.8, 2.6, 2.3, 10.2, 1610612747, 20.0, '6-6', 'Lonzo Ball', 'Guard']","['2018-19', 47, 45, 30.3, 3.9, 9.7, 0.406, 1.6, 4.9, 0.329, 0.4, 1.0, 0.417, 1.1, 4.2, 5.3, 5.4, 1.5, 0.4, 2.2, 2.4, 9.9, 1610612747, 21.0, '6-6', 'Lonzo Ball', 'Guard']","['2019-20', 63, 54, 32.1, 4.4, 10.9, 0.403, 2.3, 6.3, 0.375, 0.7, 1.2, 0.566, 1.1, 5.0, 6.1, 7.0, 1.4, 0.6, 3.1, 2.0, 11.8, 1610612740, 22.0, '6-6', 'Lonzo Ball', 'Guard']",,,,,,
1628964,"['2020-21', 46, 5, 15.8, 3.1, 6.5, 0.472, 0.8, 2.6, 0.322, 1.0, 1.4, 0.682, 1.7, 4.1, 5.8, 0.8, 0.3, 1.3, 0.8, 1.9, 8.0, 1610612753, 23.0, '7-0', 'Mo Bamba', 'Center']","['2021-22', 71, 69, 25.7, 4.2, 8.7, 0.48, 1.5, 4.0, 0.381, 0.8, 1.0, 0.781, 2.1, 6.0, 8.1, 1.2, 0.5, 1.7, 1.1, 2.6, 10.6, 1610612753, 24.0, '7-0', 'Mo Bamba', 'Center']","['2022-23', 49, 7, 15.7, 2.4, 4.9, 0.485, 1.0, 2.5, 0.387, 0.8, 1.3, 0.661, 1.2, 3.4, 4.6, 0.9, 0.3, 0.9, 0.6, 2.1, 6.6, 0, 25.0, '7-0', 'Mo Bamba', 'Center']",,,,,,"['2018-19', 47, 1, 16.3, 2.5, 5.2, 0.481, 0.4, 1.5, 0.3, 0.8, 1.3, 0.587, 1.4, 3.6, 5.0, 0.8, 0.3, 1.4, 0.9, 2.2, 6.2, 1610612753, 21.0, '7-0', 'Mo Bamba', 'Center']","['2019-20', 62, 0, 14.2, 2.1, 4.6, 0.462, 0.6, 1.7, 0.346, 0.5, 0.7, 0.674, 1.6, 3.3, 4.9, 0.7, 0.4, 1.4, 0.7, 1.9, 5.4, 1610612753, 22.0, '7-0', 'Mo Bamba', 'Center']",,,,,,
1630217,"['2020-21', 68, 17, 22.3, 3.4, 7.3, 0.469, 1.7, 4.0, 0.432, 0.6, 0.7, 0.816, 0.5, 2.6, 3.1, 1.7, 0.6, 0.2, 0.9, 1.8, 9.2, 1610612763, 23.0, '6-5', 'Desmond Bane', 'Guard']","['2021-22', 76, 76, 29.8, 6.7, 14.5, 0.461, 3.0, 6.9, 0.436, 1.8, 2.0, 0.903, 0.6, 3.8, 4.4, 2.7, 1.2, 0.4, 1.5, 2.6, 18.2, 1610612763, 24.0, '6-5', 'Desmond Bane', 'Guard']","['2022-23', 58, 58, 31.7, 7.8, 16.2, 0.479, 2.9, 7.0, 0.408, 3.1, 3.5, 0.883, 0.7, 4.3, 5.0, 4.4, 1.0, 0.4, 2.2, 2.6, 21.5, 1610612763, 25.0, '6-5', 'Desmond Bane', 'Guard']",,,,,,,,,,,,,
203084,"['2020-21', 58, 58, 36.2, 5.5, 11.1, 0.497, 1.7, 4.4, 0.391, 3.4, 4.1, 0.83, 1.1, 5.5, 6.6, 3.5, 0.7, 0.2, 1.6, 1.3, 16.1, 1610612758, 29.0, '6-8', 'Harrison Barnes', 'Forward']","['2021-22', 77, 77, 33.6, 5.1, 10.8, 0.469, 1.8, 4.7, 0.394, 4.4, 5.4, 0.826, 1.1, 4.5, 5.6, 2.4, 0.7, 0.2, 1.5, 1.2, 16.4, 1610612758, 30.0, '6-8', 'Harrison Barnes', 'Forward']","['2022-23', 82, 82, 32.5, 4.6, 9.6, 0.473, 1.6, 4.3, 0.374, 4.3, 5.0, 0.847, 1.1, 3.4, 4.5, 1.6, 0.7, 0.1, 1.0, 1.3, 15.0, 1610612758, 31.0, '6-8', 'Harrison Barnes', 'Forward']","['2013-14', 78, 24, 28.3, 3.5, 8.7, 0.399, 0.8, 2.4, 0.347, 1.7, 2.3, 0.718, 0.8, 3.1, 4.0, 1.5, 0.8, 0.3, 1.1, 2.0, 9.5, 1610612744, 22.0, '6-8', 'Harrison Barnes', 'Forward']","['2014-15', 82, 82, 28.3, 3.9, 8.0, 0.482, 1.1, 2.6, 0.405, 1.3, 1.8, 0.72, 1.4, 4.1, 5.5, 1.4, 0.7, 0.2, 0.9, 1.8, 10.1, 1610612744, 23.0, '6-8', 'Harrison Barnes', 'Forward']","['2015-16', 66, 59, 30.9, 4.5, 9.6, 0.466, 1.2, 3.2, 0.383, 1.5, 2.0, 0.761, 1.2, 3.8, 4.9, 1.8, 0.6, 0.2, 0.9, 2.1, 11.7, 1610612744, 24.0, '6-8', 'Harrison Barnes', 'Forward']","['2016-17', 79, 79, 35.5, 7.6, 16.2, 0.468, 1.0, 2.8, 0.351, 3.1, 3.6, 0.861, 1.2, 3.8, 5.0, 1.5, 0.8, 0.2, 1.3, 1.6, 19.2, 1610612742, 25.0, '6-8', 'Harrison Barnes', 'Forward']","['2017-18', 77, 77, 34.2, 7.0, 15.7, 0.445, 1.5, 4.3, 0.357, 3.4, 4.1, 0.827, 1.0, 5.1, 6.1, 2.0, 0.6, 0.2, 1.5, 1.2, 18.9, 1610612742, 26.0, '6-8', 'Harrison Barnes', 'Forward']","['2018-19', 77, 77, 32.9, 5.6, 13.3, 0.42, 2.3, 5.7, 0.395, 3.0, 3.6, 0.824, 0.7, 3.9, 4.7, 1.5, 0.6, 0.2, 1.3, 1.6, 16.4, 0, 27.0, '6-8', 'Harrison Barnes', 'Forward']","['2019-20', 72, 72, 34.5, 5.1, 11.0, 0.46, 1.4, 3.7, 0.381, 3.0, 3.7, 0.801, 1.1, 3.9, 4.9, 2.2, 0.6, 0.2, 1.2, 1.3, 14.5, 1610612758, 28.0, '6-8', 'Harrison Barnes', 'Forward']","['2012-13', 81, 81, 25.4, 3.4, 7.8, 0.439, 0.6, 1.8, 0.359, 1.8, 2.3, 0.758, 0.7, 3.5, 4.1, 1.2, 0.6, 0.2, 1.2, 1.7, 9.2, 1610612744, 21.0, '6-8', 'Harrison Barnes', 'Forward']",,,,,
1629628,"['2020-21', 72, 72, 34.9, 6.5, 14.7, 0.441, 1.7, 4.3, 0.401, 2.9, 3.8, 0.746, 0.9, 4.8, 5.8, 3.0, 0.7, 0.3, 1.9, 2.6, 17.6, 1610612752, 21.0, '6-6', 'RJ Barrett', 'Forward-Guard']","['2021-22', 70, 70, 34.5, 7.0, 17.1, 0.408, 2.0, 5.8, 0.342, 4.1, 5.8, 0.714, 0.9, 4.9, 5.8, 3.0, 0.6, 0.2, 2.2, 2.0, 20.0, 1610612752, 22.0, '6-6', 'RJ Barrett', 'Forward-Guard']","['2022-23', 73, 73, 33.9, 7.0, 16.1, 0.434, 1.7, 5.3, 0.31, 4.0, 5.4, 0.74, 0.8, 4.2, 5.0, 2.8, 0.4, 0.2, 2.2, 2.5, 19.6, 1610612752, 23.0, '6-6', 'RJ Barrett', 'Forward-Guard']",,,,,,,"['2019-20', 56, 55, 30.4, 5.2, 13.0, 0.402, 1.1, 3.5, 0.32, 2.8, 4.5, 0.614, 0.9, 4.1, 5.0, 2.6, 1.0, 0.3, 2.2, 2.2, 14.3, 1610612752, 20.0, '6-6', 'RJ Barrett', 'Forward-Guard']",,,,,,
203115,"['2020-21', 56, 52, 31.0, 4.6, 10.9, 0.426, 1.8, 4.6, 0.381, 1.7, 2.2, 0.785, 0.7, 3.3, 4.0, 3.2, 0.9, 0.4, 1.7, 1.7, 12.7, 1610612743, 30.0, '6-5', 'Will Barton', 'Guard']","['2021-22', 71, 71, 32.1, 5.5, 12.6, 0.438, 2.2, 6.1, 0.365, 1.4, 1.8, 0.803, 0.6, 4.2, 4.8, 3.9, 0.8, 0.4, 1.8, 1.6, 14.7, 1610612743, 31.0, '6-5', 'Will Barton', 'Guard']","['2022-23', 56, 2, 17.7, 2.5, 6.5, 0.379, 1.2, 3.2, 0.367, 0.7, 0.8, 0.787, 0.3, 2.2, 2.4, 2.0, 0.5, 0.2, 0.9, 1.0, 6.8, 0, 32.0, '6-5', 'Will Barton', 'Guard']","['2013-14', 41, 0, 9.4, 1.6, 3.8, 0.417, 0.2, 0.8, 0.303, 0.6, 0.8, 0.813, 0.4, 1.4, 1.8, 0.8, 0.2, 0.2, 0.4, 0.8, 4.0, 1610612757, 23.0, '6-5', 'Will Barton', 'Guard']","['2014-15', 58, 0, 17.0, 2.6, 6.1, 0.425, 0.4, 1.5, 0.271, 1.3, 1.6, 0.787, 0.4, 2.3, 2.8, 1.4, 0.8, 0.3, 1.1, 1.2, 6.8, 0, 24.0, '6-5', 'Will Barton', 'Guard']","['2015-16', 82, 1, 28.7, 5.2, 12.0, 0.432, 1.4, 4.0, 0.345, 2.6, 3.3, 0.806, 0.7, 5.1, 5.8, 2.5, 0.9, 0.5, 1.7, 1.8, 14.4, 1610612743, 25.0, '6-5', 'Will Barton', 'Guard']","['2016-17', 60, 19, 28.4, 4.9, 11.1, 0.443, 1.5, 3.9, 0.37, 2.4, 3.2, 0.753, 1.0, 3.4, 4.3, 3.4, 0.8, 0.5, 1.6, 1.8, 13.7, 1610612743, 26.0, '6-5', 'Will Barton', 'Guard']","['2017-18', 81, 40, 33.1, 5.7, 12.7, 0.452, 1.9, 5.2, 0.37, 2.2, 2.8, 0.805, 0.9, 4.2, 5.0, 4.1, 1.0, 0.6, 1.8, 2.1, 15.7, 1610612743, 27.0, '6-5', 'Will Barton', 'Guard']","['2018-19', 43, 38, 27.7, 4.3, 10.7, 0.402, 1.6, 4.6, 0.342, 1.3, 1.7, 0.77, 0.7, 3.9, 4.6, 2.9, 0.4, 0.5, 1.5, 1.9, 11.5, 1610612743, 28.0, '6-5', 'Will Barton', 'Guard']","['2019-20', 58, 58, 33.0, 5.7, 12.7, 0.45, 1.9, 5.0, 0.375, 1.8, 2.3, 0.767, 1.3, 5.0, 6.3, 3.7, 1.1, 0.5, 1.5, 2.1, 15.1, 1610612743, 29.0, '6-5', 'Will Barton', 'Guard']","['2012-13', 73, 5, 12.2, 1.6, 4.2, 0.382, 0.1, 0.9, 0.138, 0.7, 0.9, 0.769, 0.5, 1.5, 2.0, 0.8, 0.5, 0.1, 0.8, 0.8, 4.0, 1610612757, 22.0, '6-5', 'Will Barton', 'Guard']",,,,,
1628966,"['2020-21', 30, 0, 8.2, 1.0, 2.2, 0.448, 0.2, 0.6, 0.294, 0.5, 0.7, 0.667, 0.3, 1.3, 1.6, 0.4, 0.4, 0.2, 0.2, 0.4, 2.6, 1610612759, 25.0, '6-8', 'Keita Bates-Diop', 'Forward']","['2021-22', 59, 14, 16.2, 2.3, 4.5, 0.517, 0.3, 0.9, 0.309, 0.8, 1.0, 0.754, 1.1, 2.9, 3.9, 0.7, 0.5, 0.2, 0.8, 1.0, 5.7, 1610612759, 26.0, '6-8', 'Keita Bates-Diop', 'Forward']","['2022-23', 67, 42, 21.7, 3.5, 6.9, 0.508, 0.8, 2.1, 0.394, 1.8, 2.2, 0.793, 1.0, 2.7, 3.7, 1.5, 0.7, 0.3, 0.8, 0.9, 9.7, 1610612759, 27.0, '6-8', 'Keita Bates-Diop', 'Forward']",,,,,,"['2018-19', 30, 3, 16.8, 2.0, 4.7, 0.423, 0.4, 1.7, 0.25, 0.6, 0.9, 0.643, 0.5, 2.2, 2.8, 0.6, 0.6, 0.5, 0.5, 1.0, 5.0, 1610612750, 23.0, '6-8', 'Keita Bates-Diop', 'Forward']","['2019-20', 44, 0, 16.9, 2.3, 5.3, 0.427, 0.8, 2.3, 0.33, 1.2, 1.7, 0.72, 0.6, 2.3, 2.9, 0.7, 0.4, 0.5, 0.4, 1.0, 6.5, 0, 24.0, '6-8', 'Keita Bates-Diop', 'Forward']",,,,,,
201587,"['2020-21', 67, 38, 27.4, 2.9, 6.1, 0.464, 1.6, 4.1, 0.404, 0.7, 0.9, 0.828, 0.7, 4.0, 4.7, 2.2, 1.0, 0.6, 0.8, 1.5, 8.1, 1610612746, 32.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2021-22', 59, 54, 24.8, 3.0, 6.6, 0.463, 1.8, 4.6, 0.4, 0.4, 0.6, 0.658, 0.5, 3.8, 4.3, 1.7, 1.0, 0.7, 0.7, 1.4, 8.3, 1610612746, 33.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2022-23', 78, 19, 21.9, 2.1, 4.9, 0.42, 1.6, 4.1, 0.391, 0.4, 0.6, 0.708, 0.8, 3.0, 3.8, 1.6, 0.7, 0.6, 0.6, 1.9, 6.1, 1610612746, 34.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2013-14', 82, 82, 36.0, 4.6, 10.0, 0.465, 1.8, 4.9, 0.361, 2.0, 2.5, 0.803, 1.4, 6.0, 7.5, 5.1, 0.9, 0.7, 2.5, 1.9, 13.0, 1610612757, 25.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2014-15', 71, 71, 33.5, 3.4, 8.5, 0.4, 1.4, 4.4, 0.324, 1.2, 1.4, 0.857, 0.9, 5.0, 5.9, 4.8, 1.1, 0.6, 1.9, 1.5, 9.4, 1610612757, 26.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2015-16', 70, 70, 35.0, 5.3, 12.5, 0.426, 2.0, 5.7, 0.348, 2.3, 2.7, 0.849, 0.8, 5.3, 6.1, 5.8, 0.9, 0.6, 2.9, 1.6, 14.9, 1610612766, 27.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2016-17', 77, 77, 34.0, 5.1, 12.7, 0.403, 1.8, 5.3, 0.333, 3.2, 3.7, 0.856, 0.6, 5.6, 6.2, 5.9, 1.1, 0.4, 2.5, 1.4, 15.1, 1610612766, 28.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2017-18', 64, 64, 31.0, 4.2, 10.2, 0.415, 1.4, 4.3, 0.336, 1.7, 2.0, 0.831, 0.9, 3.9, 4.8, 5.5, 1.0, 0.4, 2.0, 1.1, 11.6, 1610612766, 29.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2018-19', 75, 72, 31.4, 3.4, 7.5, 0.45, 1.5, 4.0, 0.389, 1.0, 1.2, 0.865, 0.9, 4.3, 5.2, 3.3, 0.9, 0.6, 1.6, 1.9, 9.3, 1610612766, 30.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2019-20', 22, 3, 23.0, 1.3, 3.7, 0.346, 0.6, 2.2, 0.286, 0.4, 0.5, 0.9, 1.1, 3.4, 4.5, 3.0, 0.8, 0.4, 1.0, 1.9, 3.6, 1610612766, 31.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2012-13', 73, 73, 38.4, 4.8, 11.4, 0.423, 2.3, 6.1, 0.372, 2.4, 2.9, 0.848, 1.3, 4.3, 5.6, 4.9, 1.2, 1.1, 2.6, 1.9, 14.3, 1610612757, 24.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2008-09', 79, 76, 18.4, 2.0, 4.6, 0.446, 0.8, 2.1, 0.369, 0.5, 0.7, 0.808, 1.1, 1.7, 2.8, 0.9, 0.6, 0.5, 0.6, 1.8, 5.4, 1610612757, 20.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2009-10', 37, 25, 24.8, 3.8, 7.2, 0.519, 1.5, 3.6, 0.409, 1.2, 1.4, 0.843, 0.9, 2.9, 3.8, 1.2, 0.6, 0.7, 0.7, 2.2, 10.1, 1610612757, 21.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2010-11', 80, 67, 31.5, 4.6, 10.1, 0.455, 1.5, 4.3, 0.345, 1.7, 2.1, 0.841, 1.4, 3.2, 4.5, 1.5, 0.9, 0.6, 1.0, 2.4, 12.4, 1610612757, 22.0, '6-8', 'Nicolas Batum', 'Guard-Forward']","['2011-12', 59, 34, 30.4, 4.9, 10.9, 0.451, 1.8, 4.6, 0.391, 2.3, 2.7, 0.836, 1.4, 3.2, 4.6, 1.4, 1.0, 1.0, 1.5, 1.8, 13.9, 1610612757, 23.0, '6-8', 'Nicolas Batum', 'Guard-Forward']",
1629647,"['2020-21', 55, 55, 31.2, 5.0, 12.5, 0.396, 1.5, 5.2, 0.29, 2.3, 3.2, 0.702, 0.9, 6.3, 7.2, 1.8, 0.5, 0.5, 2.2, 1.1, 13.7, 1610612760, 21.0, '6-9', 'Darius Bazley', 'Forward']","['2021-22', 69, 53, 27.9, 4.0, 9.4, 0.422, 1.2, 3.9, 0.297, 1.7, 2.5, 0.688, 1.0, 5.3, 6.3, 1.4, 0.8, 1.0, 1.3, 1.0, 10.8, 1610612760, 22.0, '6-9', 'Darius Bazley', 'Forward']","['2022-23', 43, 1, 14.3, 1.9, 4.3, 0.454, 0.5, 1.2, 0.377, 0.9, 1.6, 0.543, 0.8, 2.4, 3.2, 0.9, 0.5, 0.8, 0.6, 1.0, 5.2, 0, 23.0, '6-9', 'Darius Bazley', 'Forward']",,,,,,,"['2019-20', 61, 9, 18.5, 2.0, 5.2, 0.394, 0.8, 2.3, 0.348, 0.7, 1.0, 0.694, 0.5, 3.5, 4.0, 0.7, 0.4, 0.7, 0.7, 0.9, 5.6, 1610612760, 20.0, '6-9', 'Darius Bazley', 'Forward']",,,,,,
